CPU.STAT.usr,CPU.STAT.nice,CPU.STAT.sys,CPU.STAT.iowait,CPU.STAT.irq,CPU.STAT.soft,CPU.STAT.steal,CPU.STAT.guest,CPU.STAT.util,CPU.STAT.cutil,STORAGE.STAT.rs,STORAGE.STAT.ws,STORAGE.STAT.rMBs,STORAGE.STAT.wMBs,STORAGE.STAT.rrqm,STORAGE.STAT.wrqm,STORAGE.STAT.rareq-sz,STORAGE.STAT.wareq-sz,STORAGE.STAT.r_await,STORAGE.STAT.w_await,STORAGE.STAT.util,STORAGE.STAT.aqu-sz,NET.STAT.rxkBs,NET.STAT.txkBs,NET.STAT.rxpcks,NET.STAT.txpcks,NET.STAT.ifutil,NET.ESTAT.errs,NET.ESTAT.util,MEM.MEMINFO.MemTotal,MEM.MEMINFO.MemFree,MEM.MEMINFO.MemAvailable,MEM.MEMINFO.SwapTotal,MEM.MEMINFO.Dirty,MEM.BANDWIDTH.Total_Util,PERF.STAT.IPC,PERF.STAT.CACHE-MISS-RATIO,PERF.STAT.MPKI,PERF.STAT.ITLB-LOAD-MISS-RATIO,PERF.STAT.DTLB-LOAD-MISS-RATIO,PERF.STAT.SBPI,PERF.STAT.SBPC,MEM.VMSTAT.procs.b,MEM.VMSTAT.memory.swpd,MEM.VMSTAT.io.bo,MEM.VMSTAT.system.in,MEM.VMSTAT.system.cs,MEM.VMSTAT.util.swap,MEM.VMSTAT.util.cpu,MEM.VMSTAT.procs.r,SYS.TASKS.procs,SYS.TASKS.cswchs,SYS.LDAVG.runq-sz,SYS.LDAVG.plist-sz,SYS.LDAVG.ldavg-1,SYS.LDAVG.ldavg-5,SYS.FDUTIL.fd-util,workload.appname
0.15,0,0.2,0,3.91,0.1,0,0,4.36,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.32,6,5,0,0,0,31380316,23542320,25964160,16379900,972,0,0.495,28.884,3.815,-1,-1,1,0.495,0,0,0,36393,1365,0,4,0,0,1300,0,1274,0.21,0.32,0,default
0.1,0,0.15,0,3.87,0.05,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.12,2,2,0,0,0,31380316,23543928,25965780,16379900,972,0,0.588,32.65,6.277,-1,-1,1,0.588,0,0,0,35312,1750,0,4,0,0,1694,0,1274,0.21,0.32,0,default
0.25,0,0.1,0.05,4,0.2,0,0,4.55,4.55,0,31,0,0.96,0,6.06,0,31.74,0,1.16,1,0.03,0.15,0.13,3,2,0,0,0,31380316,23555244,25977104,16379900,980,0,0.536,31.481,5.967,-1,-1,1,0.536,0,0,984,37473,1886,0,4,1,0,1862,0,1274,0.21,0.32,0,default
0.15,0,0.15,0,3.9,0.1,0,0,4.3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31380316,23549400,25971292,16379900,28,0,0.502,24.097,3.194,-1,-1,1,0.502,0,0,0,35647,1344,0,4,0,1,1348,0,1274,0.21,0.32,0,default
0.1,0,0.15,0,4.01,0.15,0,0,4.41,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.32,5,5,0,0,0,31380316,23554204,25976096,16379900,32,0,0.516,24,3.73,-1,-1,1,0.516,0,0,0,36108,1417,0,4,0,0,1357,1,1277,0.2,0.31,0,default
0.05,0,0.2,0,4.05,0.1,0,0,4.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.13,2,2,0,0,0,31380316,23554936,25976848,16379900,40,0,0.589,26.224,4.82,-1,-1,1,0.589,0,0,0,36113,1672,0,4,2,6,1677,3,1276,0.2,0.31,0,default
0,0,0.2,0,3.86,0.1,0,0,4.16,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.23,5,4,0,0,0,31380316,23555376,25977288,16379900,44,0,0.5,20.498,4.697,-1,-1,1,0.5,0,0,0,34695,1707,0,4,0,0,1674,2,1277,0.2,0.31,0,default
0.1,0,0.05,0,3.86,0.15,0,0,4.16,4.16,0,0,0,0,0,0,0,0,0,0,0,0,5.01,1.77,12,17,0.04,0,0,31380316,23554572,25976484,16379900,48,0,0.537,23.359,4.54,-1,-1,1,0.537,0,0,0,34441,1997,0,4,0,0,1915,0,1274,0.2,0.31,0,default
0.2,0,0.15,0,3.8,0.25,0,0,4.4,4.39,0,0,0,0,0,0,0,0,0,0,0,0,4.11,0.54,9,7,0.03,0,0,31380316,23554500,25976416,16379900,56,0,0.485,21.909,4.118,-1,-1,1,0.485,0,0,0,34830,1441,0,4,0,0,1362,0,1274,0.26,0.33,0,default
0.1,0,0.25,0,3.91,0.05,0,0,4.31,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.06,1,1,0,0,0,31380316,23558336,25980252,16379900,56,0,0.652,31.367,5.707,-1,-1,1,0.652,0,0,0,36434,1834,0,4,0,6,1852,0,1277,0.26,0.33,0,default
