CPU.STAT.usr,CPU.STAT.nice,CPU.STAT.sys,CPU.STAT.iowait,CPU.STAT.irq,CPU.STAT.soft,CPU.STAT.steal,CPU.STAT.guest,CPU.STAT.util,CPU.STAT.cutil,STORAGE.STAT.rs,STORAGE.STAT.ws,STORAGE.STAT.rMBs,STORAGE.STAT.wMBs,STORAGE.STAT.rrqm,STORAGE.STAT.wrqm,STORAGE.STAT.rareq-sz,STORAGE.STAT.wareq-sz,STORAGE.STAT.r_await,STORAGE.STAT.w_await,STORAGE.STAT.util,STORAGE.STAT.aqu-sz,NET.STAT.rxkBs,NET.STAT.txkBs,NET.STAT.rxpcks,NET.STAT.txpcks,NET.STAT.ifutil,NET.ESTAT.errs,NET.ESTAT.util,MEM.MEMINFO.MemTotal,MEM.MEMINFO.MemFree,MEM.MEMINFO.MemAvailable,MEM.MEMINFO.SwapTotal,MEM.MEMINFO.Dirty,MEM.BANDWIDTH.Total_Util,PERF.STAT.IPC,PERF.STAT.CACHE-MISS-RATIO,PERF.STAT.MPKI,PERF.STAT.ITLB-LOAD-MISS-RATIO,PERF.STAT.DTLB-LOAD-MISS-RATIO,PERF.STAT.SBPI,PERF.STAT.SBPC,MEM.VMSTAT.procs.b,MEM.VMSTAT.memory.swpd,MEM.VMSTAT.io.bo,MEM.VMSTAT.system.in,MEM.VMSTAT.system.cs,MEM.VMSTAT.util.swap,MEM.VMSTAT.util.cpu,MEM.VMSTAT.procs.r,SYS.TASKS.procs,SYS.TASKS.cswchs,SYS.LDAVG.runq-sz,SYS.LDAVG.plist-sz,SYS.LDAVG.ldavg-1,SYS.LDAVG.ldavg-5,SYS.FDUTIL.fd-util,workload.appname
0.5,0,0.2,4.26,3.81,0.15,0,0,4.66,4.66,0,1590,0,6,0,0,0,3.86,0,0.62,100,0.42,0.05,0.06,1,1,0,0,0,31380316,8297448,22441752,16379900,304,0,1.365,23.768,1.961,-1,-1,1,1.365,1,0,6157,37961,21266,0,4,0,0,21231,0,1657,1.35,1.25,0,fileio stress
0.75,0,0.3,4.4,3.9,0.25,0,0,5.2,5.19,0,1690,0,6.4,0,0,0,3.88,0,0.58,100,0.39,0.2,0.26,4,4,0,0,0,31380316,8296780,22441084,16379900,268,0,1.35,27.454,2.324,-1,-1,1,1.35,1,0,6523,38921,22009,0,5,1,0,22082,0,1657,1.35,1.25,0,fileio stress
0.65,0,0.45,4.45,3.8,0.1,0,0,5,5,0,1601,0,5.98,0,0,0,3.83,0,0.61,99.9,0.42,4.86,1.51,9,12,0.04,0,0,31380316,8279672,22423976,16379900,556,0,1.387,25.473,2.108,-1,-1,1,1.387,1,0,6142,37946,21961,0,5,2,0,21889,0,1657,1.32,1.25,0,fileio stress
1.5,0,0.4,4.44,3.89,0.2,0,0,5.99,5.99,0,1585,0,5.96,0,0,0,3.85,0,0.63,100,0.45,6.49,5.8,17,16,0.05,0,0,31380316,8279760,22424096,16379900,576,0,1.505,28.609,3.241,-1,-1,1,1.505,1,0,6124,42313,21308,0,6,1,1,21231,1,1657,1.32,1.25,0,fileio stress
0.7,0,0.35,4.35,3.85,0.15,0,0,5.05,5.05,0,1566,0,5.91,0,0.06,0,3.86,0,0.62,99.8,0.43,0.1,0.13,2,2,0,0,0,31380316,8310184,22454544,16379900,288,0,1.323,23.225,1.927,-1,-1,1,1.323,1,0,6087,39796,22301,0,5,1,0,22255,0,1660,1.32,1.25,0,fileio stress
0.65,0,0.5,4.4,3.85,0.2,0,0,5.2,5.19,0,1660,0,6.37,0,0,0,3.93,0,0.59,99.8,0.39,0.1,0.19,2,3,0,0,0,31380316,8320404,22464768,16379900,460,0,1.344,24.881,2.102,-1,-1,1,1.344,1,0,6520,39347,22828,0,6,1,1,22768,1,1657,1.32,1.25,0,fileio stress
0.45,0,0.4,4.31,3.66,0.1,0,0,4.61,4.61,0,1720,0,6.56,0,0,0,3.91,0,0.58,100,0.4,0.3,0.32,6,5,0,0,0,31380316,8319080,22463448,16379900,516,0,1.426,22.363,1.781,-1,-1,1,1.426,1,0,6690,38256,22419,0,5,4,1,22383,2,1657,1.3,1.24,0,fileio stress
0.65,0,0.45,4.3,3.8,0.1,0,0,5,5,0,1667,0,6.37,0,0,0,3.92,0,0.58,100,0.39,0.16,0.21,3,3,0,0,0,31380316,8323240,22467608,16379900,740,0,1.336,24.898,2.032,-1,-1,1,1.336,1,0,6526,39429,22426,0,5,1,0,22372,0,1660,1.3,1.24,0,fileio stress
0.4,0,0.25,4.31,3.91,0.1,0,0,4.66,4.66,0,1746,0,6.91,0,0.4,0,4.05,0,0.56,100.1,0.39,0.15,0.13,3,2,0,0,0,31380316,8323492,22467860,16379900,1036,0,1.422,21.932,1.738,-1,-1,1,1.422,1,0,7095,39475,22087,0,5,0,0,22076,0,1660,1.3,1.24,0,fileio stress
0.6,0,0.3,4.4,3.8,0.25,0,0,4.95,4.94,0,1685,0,6.44,0,0,0,3.91,0,0.58,100,0.39,0.2,0.26,4,4,0,0,0,31380316,8323076,22467444,16379900,584,0,1.336,22.841,2.014,-1,-1,1,1.336,1,0,6542,38212,22223,0,5,0,3,22220,0,1657,1.3,1.24,0,fileio stress
